"Date","Price","Open","High","Low","Vol.","Change %"
"01/29/2024","7,937.80","7,700.55","7,949.90","7,693.20","351.45M","3.67%"
"01/25/2024","7,656.70","7,664.60","7,688.35","7,610.25","251.10M","0.09%"
"01/24/2024","7,650.00","7,535.40","7,667.80","7,478.10","251.62M","1.65%"
"01/23/2024","7,526.10","7,756.65","7,756.80","7,505.95","315.54M","-1.92%"
"01/20/2024","7,673.60","7,696.40","7,712.05","7,657.00","","0.10%"
"01/19/2024","7,665.90","7,589.25","7,676.15","7,582.60","214.05M","1.61%"
"01/18/2024","7,544.25","7,504.25","7,562.35","7,431.15","226.24M","0.01%"
"01/17/2024","7,543.55","7,562.20","7,638.70","7,525.25","221.94M","-0.88%"
"01/16/2024","7,610.60","7,643.50","7,662.60","7,580.10","232.95M","-0.41%"
"01/15/2024","7,641.55","7,595.15","7,646.75","7,552.10","204.40M","1.06%"
"01/12/2024","7,561.15","7,518.90","7,570.80","7,472.25","200.57M","0.79%"
"01/11/2024","7,502.20","7,477.45","7,514.10","7,465.80","204.67M","0.69%"
"01/10/2024","7,450.95","7,431.55","7,458.70","7,358.30","179.71M","0.24%"
"01/09/2024","7,432.90","7,426.70","7,472.50","7,408.55","159.11M","0.82%"
"01/08/2024","7,372.65","7,428.40","7,445.40","7,363.05","184.88M","-0.34%"
"01/05/2024","7,397.65","7,405.30","7,420.50","7,357.70","239.47M","0.38%"
"01/04/2024","7,369.80","7,312.45","7,386.10","7,288.20","252.57M","1.13%"
"01/03/2024","7,287.45","7,290.30","7,322.40","7,269.40","203.58M","0.12%"
"01/02/2024","7,278.60","7,315.75","7,317.05","7,203.65","205.87M","-0.35%"
"01/01/2024","7,304.20","7,322.55","7,335.90","7,285.50","171.13M","0.01%"
"12/29/2023","7,303.40","7,311.60","7,320.25","7,261.45","250.74M","-0.14%"
"12/28/2023","7,313.35","7,272.25","7,321.20","7,256.40","332.80M","0.85%"
"12/27/2023","7,252.05","7,228.70","7,259.45","7,216.70","157.06M","0.78%"
"12/26/2023","7,196.25","7,157.00","7,209.70","7,150.70","187.80M","0.86%"
"12/22/2023","7,134.95","7,110.85","7,142.85","7,088.40","225.20M","0.67%"
"12/21/2023","7,087.30","6,962.55","7,100.70","6,945.15","221.62M","1.18%"
"12/20/2023","7,004.95","7,220.45","7,244.30","6,993.20","298.99M","-2.51%"
"12/19/2023","7,185.60","7,192.40","7,211.55","7,145.40","188.35M","0.38%"
"12/18/2023","7,158.30","7,154.20","7,167.00","7,126.70","198.40M","0.24%"
"12/15/2023","7,141.30","7,104.45","7,151.80","7,089.40","282.71M","0.84%"
"12/14/2023","7,082.15","7,072.05","7,091.85","7,035.25","235.16M","0.95%"
"12/13/2023","7,015.35","6,954.70","7,024.85","6,941.90","223.05M","1.04%"
"12/12/2023","6,943.10","6,991.55","6,996.25","6,917.90","157.98M","-0.70%"
"12/11/2023","6,991.85","6,958.20","6,998.15","6,944.85","197.98M","0.58%"
"12/08/2023","6,951.25","6,993.35","6,998.20","6,901.75","250.67M","-0.16%"
